_id,precioTotal,nombreCliente,pedido,estado,fecha,metodoPago
67fc5500ccdccd648ad5b5d4,97.6,67fc5500ccdccd648ad5b5d1,"[{'producto': ObjectId('67fc5500ccdccd648ad5b554'), 'cantidad': 2, 'especificaciones': 'Several sit resource.'}]",False,2024-07-23 00:00:00,efectivo
67fc5500ccdccd648ad5b5d5,417.53,67fc5500ccdccd648ad5b5d1,"[{'producto': ObjectId('67fc5500ccdccd648ad5b541'), 'cantidad': 4, 'especificaciones': 'Move word expert notice strong deep.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b567'), 'cantidad': 3, 'especificaciones': 'Discover rise step pattern soldier.'}]",False,2019-07-10 00:00:00,transferencia
67fc5500ccdccd648ad5b5d8,227.46,67fc5500ccdccd648ad5b5d7,"[{'producto': ObjectId('67fc5500ccdccd648ad5b559'), 'cantidad': 3, 'especificaciones': 'Someone bit water growth else local.'}]",True,2020-01-20 00:00:00,efectivo
67fc5500ccdccd648ad5b5d9,84.14,67fc5500ccdccd648ad5b5d7,"[{'producto': ObjectId('67fc5500ccdccd648ad5b568'), 'cantidad': 2, 'especificaciones': 'Choose many card price analysis only.'}]",True,2019-04-07 00:00:00,transferencia
67fc5500ccdccd648ad5b5da,101.2,67fc5500ccdccd648ad5b5d7,"[{'producto': ObjectId('67fc5500ccdccd648ad5b53f'), 'cantidad': 4, 'especificaciones': 'Way for check sing.'}]",False,2020-03-27 00:00:00,tarjeta
67fc5500ccdccd648ad5b5db,721.68,67fc5500ccdccd648ad5b5d7,"[{'producto': ObjectId('67fc5500ccdccd648ad5b55b'), 'cantidad': 5, 'especificaciones': 'Truth brother have last.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b555'), 'cantidad': 4, 'especificaciones': 'Perhaps too war hear.'}]",False,2020-11-15 00:00:00,efectivo
67fc5500ccdccd648ad5b5dc,359.76,67fc5500ccdccd648ad5b5d7,"[{'producto': ObjectId('67fc5500ccdccd648ad5b58f'), 'cantidad': 4, 'especificaciones': 'Describe age human same outside.'}]",False,2019-01-02 00:00:00,transferencia
67fc5500ccdccd648ad5b5df,549.92,67fc5500ccdccd648ad5b5de,"[{'producto': ObjectId('67fc5500ccdccd648ad5b556'), 'cantidad': 2, 'especificaciones': 'Message every guess life all specific half again.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b532'), 'cantidad': 4, 'especificaciones': 'Condition form day like democratic identify experience will.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b581'), 'cantidad': 4, 'especificaciones': 'Prove attorney Congress history couple.'}]",True,2018-05-14 00:00:00,transferencia
67fc5500ccdccd648ad5b5e0,536.78,67fc5500ccdccd648ad5b5de,"[{'producto': ObjectId('67fc5500ccdccd648ad5b584'), 'cantidad': 1, 'especificaciones': 'Child outside price history that perhaps single.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b532'), 'cantidad': 5, 'especificaciones': 'Result player foreign knowledge treat either.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b58a'), 'cantidad': 3, 'especificaciones': 'Policy lose also property member.'}]",True,2023-03-06 00:00:00,efectivo
67fc5500ccdccd648ad5b5e1,420.88,67fc5500ccdccd648ad5b5de,"[{'producto': ObjectId('67fc5500ccdccd648ad5b533'), 'cantidad': 4, 'especificaciones': 'Ready find central north.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b54e'), 'cantidad': 5, 'especificaciones': 'Network mother force.'}]",True,2019-11-20 00:00:00,transferencia
67fc5500ccdccd648ad5b5e2,147.72,67fc5500ccdccd648ad5b5de,"[{'producto': ObjectId('67fc5500ccdccd648ad5b54e'), 'cantidad': 4, 'especificaciones': 'Their in class memory two choice individual.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b550'), 'cantidad': 2, 'especificaciones': 'Fine heart worker also past near.'}]",False,2021-03-05 00:00:00,efectivo
67fc5500ccdccd648ad5b5e5,372.25,67fc5500ccdccd648ad5b5e4,"[{'producto': ObjectId('67fc5500ccdccd648ad5b561'), 'cantidad': 3, 'especificaciones': 'Choose along back.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b56b'), 'cantidad': 3, 'especificaciones': 'Usually speech add whose goal wrong.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b558'), 'cantidad': 1, 'especificaciones': 'Past tough either community.'}]",False,2020-06-19 00:00:00,transferencia
67fc5500ccdccd648ad5b5e8,65.68,67fc5500ccdccd648ad5b5e7,"[{'producto': ObjectId('67fc5500ccdccd648ad5b530'), 'cantidad': 2, 'especificaciones': 'Possible yard order couple however and million.'}]",True,2023-11-08 00:00:00,tarjeta
67fc5500ccdccd648ad5b5e9,857.65,67fc5500ccdccd648ad5b5e7,"[{'producto': ObjectId('67fc5500ccdccd648ad5b56f'), 'cantidad': 5, 'especificaciones': 'Bit someone civil student official very natural.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b57c'), 'cantidad': 5, 'especificaciones': 'Own study treatment hear her reduce computer.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b562'), 'cantidad': 5, 'especificaciones': 'Door somebody hotel through establish.'}]",True,2021-02-19 00:00:00,efectivo
67fc5500ccdccd648ad5b5ea,367.35,67fc5500ccdccd648ad5b5e7,"[{'producto': ObjectId('67fc5500ccdccd648ad5b553'), 'cantidad': 5, 'especificaciones': 'Turn protect cell usually whole machine under.'}]",True,2023-11-05 00:00:00,transferencia
67fc5500ccdccd648ad5b5eb,124.36,67fc5500ccdccd648ad5b5e7,"[{'producto': ObjectId('67fc5500ccdccd648ad5b54d'), 'cantidad': 4, 'especificaciones': 'Her third car officer civil light.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b52d'), 'cantidad': 4, 'especificaciones': 'Cost concern happen a physical room.'}]",False,2025-03-10 00:00:00,efectivo
67fc5500ccdccd648ad5b5ee,623.23,67fc5500ccdccd648ad5b5ed,"[{'producto': ObjectId('67fc5500ccdccd648ad5b551'), 'cantidad': 3, 'especificaciones': 'Our should mouth room none despite weight.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b545'), 'cantidad': 3, 'especificaciones': 'Tough build real.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b560'), 'cantidad': 4, 'especificaciones': 'Read agency travel science include development stop.'}]",False,2021-07-29 00:00:00,transferencia
67fc5500ccdccd648ad5b5ef,14.28,67fc5500ccdccd648ad5b5ed,"[{'producto': ObjectId('67fc5500ccdccd648ad5b564'), 'cantidad': 4, 'especificaciones': 'Sound responsibility evening father everyone music.'}]",True,2019-02-14 00:00:00,tarjeta
67fc5500ccdccd648ad5b5f0,493.1,67fc5500ccdccd648ad5b5ed,"[{'producto': ObjectId('67fc5500ccdccd648ad5b533'), 'cantidad': 5, 'especificaciones': 'Step because trade drug.'}]",False,2018-02-20 00:00:00,efectivo
67fc5500ccdccd648ad5b5f3,952.76,67fc5500ccdccd648ad5b5f2,"[{'producto': ObjectId('67fc5500ccdccd648ad5b55e'), 'cantidad': 4, 'especificaciones': 'Think east soon seek hard crime step.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b58f'), 'cantidad': 4, 'especificaciones': 'Keep early cost.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b571'), 'cantidad': 4, 'especificaciones': 'Person exactly painting chance.'}]",False,2022-07-23 00:00:00,tarjeta
67fc5500ccdccd648ad5b5f4,307.9,67fc5500ccdccd648ad5b5f2,"[{'producto': ObjectId('67fc5500ccdccd648ad5b57f'), 'cantidad': 5, 'especificaciones': 'Two they song compare rule I population.'}]",True,2024-10-30 00:00:00,transferencia
67fc5500ccdccd648ad5b5f5,115.54,67fc5500ccdccd648ad5b5f2,"[{'producto': ObjectId('67fc5500ccdccd648ad5b55e'), 'cantidad': 2, 'especificaciones': 'Relate develop avoid outside attention some by.'}]",True,2021-12-22 00:00:00,transferencia
67fc5500ccdccd648ad5b5f6,243.19,67fc5500ccdccd648ad5b5f2,"[{'producto': ObjectId('67fc5500ccdccd648ad5b564'), 'cantidad': 3, 'especificaciones': 'Beat personal local someone.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b546'), 'cantidad': 4, 'especificaciones': 'Their professional defense create family stand.'}]",False,2021-11-12 00:00:00,tarjeta
67fc5500ccdccd648ad5b5f9,189.33,67fc5500ccdccd648ad5b5f8,"[{'producto': ObjectId('67fc5500ccdccd648ad5b567'), 'cantidad': 2, 'especificaciones': 'Fly high expert reach.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b545'), 'cantidad': 1, 'especificaciones': 'Hope statement clear simply call.'}]",True,2023-11-01 00:00:00,efectivo
67fc5500ccdccd648ad5b5fa,213.27,67fc5500ccdccd648ad5b5f8,"[{'producto': ObjectId('67fc5500ccdccd648ad5b57a'), 'cantidad': 3, 'especificaciones': 'Policy state anyone Republican travel suggest successful truth.'}]",True,2025-02-24 00:00:00,tarjeta
67fc5500ccdccd648ad5b5fd,94.55,67fc5500ccdccd648ad5b5fc,"[{'producto': ObjectId('67fc5500ccdccd648ad5b588'), 'cantidad': 1, 'especificaciones': 'Second someone society person popular industry.'}]",True,2023-02-13 00:00:00,transferencia
67fc5500ccdccd648ad5b5fe,149.68,67fc5500ccdccd648ad5b5fc,"[{'producto': ObjectId('67fc5500ccdccd648ad5b549'), 'cantidad': 4, 'especificaciones': 'On market town boy second story church.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b54e'), 'cantidad': 3, 'especificaciones': 'Tend administration practice message bed social.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b537'), 'cantidad': 1, 'especificaciones': 'Never behavior rock particular.'}]",True,2024-12-02 00:00:00,tarjeta
67fc5500ccdccd648ad5b5ff,231.74,67fc5500ccdccd648ad5b5fc,"[{'producto': ObjectId('67fc5500ccdccd648ad5b552'), 'cantidad': 2, 'especificaciones': 'Write party group not into suggest deal.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b538'), 'cantidad': 1, 'especificaciones': 'Crime week Democrat entire something.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b57b'), 'cantidad': 4, 'especificaciones': 'Last ground owner floor month nor blood.'}]",True,2019-03-23 00:00:00,transferencia
67fc5500ccdccd648ad5b600,63.5,67fc5500ccdccd648ad5b5fc,"[{'producto': ObjectId('67fc5500ccdccd648ad5b54c'), 'cantidad': 2, 'especificaciones': 'Woman majority news model.'}]",False,2024-03-20 00:00:00,efectivo
67fc5500ccdccd648ad5b601,305.26,67fc5500ccdccd648ad5b5fc,"[{'producto': ObjectId('67fc5500ccdccd648ad5b53e'), 'cantidad': 1, 'especificaciones': 'Response consider per suddenly key receive.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b567'), 'cantidad': 2, 'especificaciones': 'Store box others off pick whatever face specific.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b582'), 'cantidad': 2, 'especificaciones': 'Stay month point per.'}]",True,2023-03-17 00:00:00,efectivo
67fc5500ccdccd648ad5b604,163.48,67fc5500ccdccd648ad5b603,"[{'producto': ObjectId('67fc5500ccdccd648ad5b58e'), 'cantidad': 4, 'especificaciones': 'Consumer series city land provide within leader pattern.'}]",True,2020-06-17 00:00:00,tarjeta
67fc5500ccdccd648ad5b605,429.52,67fc5500ccdccd648ad5b603,"[{'producto': ObjectId('67fc5500ccdccd648ad5b576'), 'cantidad': 4, 'especificaciones': 'Including same myself describe crime career beyond.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b542'), 'cantidad': 4, 'especificaciones': 'Half four ask room.'}]",False,2023-07-27 00:00:00,transferencia
67fc5500ccdccd648ad5b606,77.38,67fc5500ccdccd648ad5b603,"[{'producto': ObjectId('67fc5500ccdccd648ad5b55c'), 'cantidad': 2, 'especificaciones': 'Level probably bad direction movement young any cost.'}]",False,2024-04-15 00:00:00,tarjeta
67fc5500ccdccd648ad5b607,299.99,67fc5500ccdccd648ad5b603,"[{'producto': ObjectId('67fc5500ccdccd648ad5b53a'), 'cantidad': 2, 'especificaciones': 'Buy dream myself story.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b585'), 'cantidad': 5, 'especificaciones': 'Them laugh item experience work data.'}]",True,2020-01-07 00:00:00,tarjeta
67fc5500ccdccd648ad5b608,288.85,67fc5500ccdccd648ad5b603,"[{'producto': ObjectId('67fc5500ccdccd648ad5b55e'), 'cantidad': 5, 'especificaciones': 'Anyone like old person read.'}]",True,2023-01-30 00:00:00,tarjeta
67fc5500ccdccd648ad5b60b,126.5,67fc5500ccdccd648ad5b60a,"[{'producto': ObjectId('67fc5500ccdccd648ad5b53f'), 'cantidad': 5, 'especificaciones': 'So free third.'}]",False,2023-06-09 00:00:00,transferencia
67fc5500ccdccd648ad5b60e,572.45,67fc5500ccdccd648ad5b60d,"[{'producto': ObjectId('67fc5500ccdccd648ad5b588'), 'cantidad': 4, 'especificaciones': 'Stock themselves thing work remember main great green.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b53c'), 'cantidad': 3, 'especificaciones': 'As can travel southern expect according police.'}]",True,2024-07-24 00:00:00,tarjeta
67fc5500ccdccd648ad5b611,20.3,67fc5500ccdccd648ad5b610,"[{'producto': ObjectId('67fc5500ccdccd648ad5b558'), 'cantidad': 2, 'especificaciones': 'Congress either condition table.'}]",False,2021-07-09 00:00:00,efectivo
67fc5500ccdccd648ad5b614,96.78,67fc5500ccdccd648ad5b613,"[{'producto': ObjectId('67fc5500ccdccd648ad5b54d'), 'cantidad': 2, 'especificaciones': 'Building force tell nature.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b52f'), 'cantidad': 4, 'especificaciones': 'Education type even need.'}]",False,2019-06-07 00:00:00,efectivo
67fc5500ccdccd648ad5b617,293.96,67fc5500ccdccd648ad5b616,"[{'producto': ObjectId('67fc5500ccdccd648ad5b551'), 'cantidad': 3, 'especificaciones': 'Story still better.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b55f'), 'cantidad': 1, 'especificaciones': 'Treatment five future medical century.'}]",True,2020-05-30 00:00:00,efectivo
67fc5500ccdccd648ad5b618,472.86,67fc5500ccdccd648ad5b616,"[{'producto': ObjectId('67fc5500ccdccd648ad5b54f'), 'cantidad': 4, 'especificaciones': 'Coach various begin.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b574'), 'cantidad': 3, 'especificaciones': 'Body senior bar by.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b590'), 'cantidad': 5, 'especificaciones': 'Standard plan design any college look.'}]",True,2025-01-04 00:00:00,efectivo
67fc5500ccdccd648ad5b619,270.87,67fc5500ccdccd648ad5b616,"[{'producto': ObjectId('67fc5500ccdccd648ad5b561'), 'cantidad': 2, 'especificaciones': 'Defense accept former us.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b58e'), 'cantidad': 3, 'especificaciones': 'Everything attack while change subject.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b55a'), 'cantidad': 4, 'especificaciones': 'Including inside city structure site plan place vote.'}]",True,2021-08-20 00:00:00,tarjeta
67fc5500ccdccd648ad5b61a,25.41,67fc5500ccdccd648ad5b616,"[{'producto': ObjectId('67fc5500ccdccd648ad5b590'), 'cantidad': 1, 'especificaciones': 'Argue appear hear suddenly.'}]",True,2018-03-18 00:00:00,efectivo
67fc5500ccdccd648ad5b61d,1052.21,67fc5500ccdccd648ad5b61c,"[{'producto': ObjectId('67fc5500ccdccd648ad5b580'), 'cantidad': 2, 'especificaciones': 'While green dream message.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b53a'), 'cantidad': 5, 'especificaciones': 'Score interest after player into.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b543'), 'cantidad': 5, 'especificaciones': 'Soldier majority this order senior beyond probably.'}]",False,2021-12-08 00:00:00,transferencia
67fc5500ccdccd648ad5b61e,288.85,67fc5500ccdccd648ad5b61c,"[{'producto': ObjectId('67fc5500ccdccd648ad5b55e'), 'cantidad': 5, 'especificaciones': 'Health certain interview baby right organization.'}]",True,2023-10-12 00:00:00,transferencia
67fc5500ccdccd648ad5b61f,672.55,67fc5500ccdccd648ad5b61c,"[{'producto': ObjectId('67fc5500ccdccd648ad5b544'), 'cantidad': 4, 'especificaciones': 'Involve buy various easy minute religious two card.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b555'), 'cantidad': 1, 'especificaciones': 'Husband again exactly senior.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b52e'), 'cantidad': 3, 'especificaciones': 'Because both scene three become.'}]",True,2020-02-09 00:00:00,tarjeta
67fc5500ccdccd648ad5b620,56.07,67fc5500ccdccd648ad5b61c,"[{'producto': ObjectId('67fc5500ccdccd648ad5b53e'), 'cantidad': 1, 'especificaciones': 'Ok affect somebody significant sing open.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b564'), 'cantidad': 2, 'especificaciones': 'Though travel letter surface human civil.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b55c'), 'cantidad': 1, 'especificaciones': 'Court relate may bill.'}]",True,2020-04-06 00:00:00,efectivo
67fc5500ccdccd648ad5b621,294.49,67fc5500ccdccd648ad5b61c,"[{'producto': ObjectId('67fc5500ccdccd648ad5b590'), 'cantidad': 2, 'especificaciones': 'Born score social quality bit.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b568'), 'cantidad': 1, 'especificaciones': 'Physical meeting million fill a.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b582'), 'cantidad': 2, 'especificaciones': 'Just break audience.'}]",False,2021-03-07 00:00:00,transferencia
67fc5500ccdccd648ad5b624,348.3,67fc5500ccdccd648ad5b623,"[{'producto': ObjectId('67fc5500ccdccd648ad5b54f'), 'cantidad': 5, 'especificaciones': 'Almost sense wrong reflect.'}]",False,2024-08-30 00:00:00,tarjeta
67fc5500ccdccd648ad5b625,192.67,67fc5500ccdccd648ad5b623,"[{'producto': ObjectId('67fc5500ccdccd648ad5b563'), 'cantidad': 2, 'especificaciones': 'Article tough keep think course size painting seem.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b55a'), 'cantidad': 3, 'especificaciones': 'Old law today total visit.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b561'), 'cantidad': 1, 'especificaciones': 'Have land very side protect.'}]",True,2020-01-14 00:00:00,efectivo
67fc5500ccdccd648ad5b626,55.65,67fc5500ccdccd648ad5b623,"[{'producto': ObjectId('67fc5500ccdccd648ad5b576'), 'cantidad': 3, 'especificaciones': 'Foreign story those effort of even.'}]",True,2018-07-15 00:00:00,efectivo
67fc5500ccdccd648ad5b629,300.08,67fc5500ccdccd648ad5b628,"[{'producto': ObjectId('67fc5500ccdccd648ad5b569'), 'cantidad': 5, 'especificaciones': 'Candidate see run usually factor far.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b55e'), 'cantidad': 4, 'especificaciones': 'Room nation music federal research.'}]",True,2019-12-22 00:00:00,transferencia
67fc5500ccdccd648ad5b62a,32.13,67fc5500ccdccd648ad5b628,"[{'producto': ObjectId('67fc5500ccdccd648ad5b580'), 'cantidad': 1, 'especificaciones': 'Magazine risk sometimes down form black.'}]",False,2020-03-13 00:00:00,efectivo
67fc5500ccdccd648ad5b62b,14.28,67fc5500ccdccd648ad5b628,"[{'producto': ObjectId('67fc5500ccdccd648ad5b564'), 'cantidad': 4, 'especificaciones': 'Step character option interesting.'}]",False,2021-12-29 00:00:00,tarjeta
67fc5500ccdccd648ad5b62c,37.92,67fc5500ccdccd648ad5b628,"[{'producto': ObjectId('67fc5500ccdccd648ad5b57c'), 'cantidad': 1, 'especificaciones': 'Rich inside type determine per education before drive.'}]",True,2024-01-21 00:00:00,tarjeta
67fc5500ccdccd648ad5b62f,180.96,67fc5500ccdccd648ad5b62e,"[{'producto': ObjectId('67fc5500ccdccd648ad5b571'), 'cantidad': 2, 'especificaciones': 'Different she this even five push.'}]",False,2020-05-17 00:00:00,tarjeta
67fc5500ccdccd648ad5b630,52.4,67fc5500ccdccd648ad5b62e,"[{'producto': ObjectId('67fc5500ccdccd648ad5b55f'), 'cantidad': 4, 'especificaciones': 'Parent pattern member really reality year speak.'}]",False,2021-04-11 00:00:00,efectivo
67fc5500ccdccd648ad5b633,266.49,67fc5500ccdccd648ad5b632,"[{'producto': ObjectId('67fc5500ccdccd648ad5b542'), 'cantidad': 3, 'especificaciones': 'Whole deep before authority.'}]",False,2024-05-31 00:00:00,transferencia
67fc5500ccdccd648ad5b636,96.63,67fc5500ccdccd648ad5b635,"[{'producto': ObjectId('67fc5500ccdccd648ad5b578'), 'cantidad': 1, 'especificaciones': 'World control open process begin book.'}]",True,2025-01-08 00:00:00,tarjeta
67fc5500ccdccd648ad5b637,556.84,67fc5500ccdccd648ad5b635,"[{'producto': ObjectId('67fc5500ccdccd648ad5b52f'), 'cantidad': 1, 'especificaciones': 'Former result ten among.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b572'), 'cantidad': 2, 'especificaciones': 'Hand budget statement watch war instead become.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b555'), 'cantidad': 5, 'especificaciones': 'Chair speak every become.'}]",False,2024-05-02 00:00:00,transferencia
67fc5500ccdccd648ad5b638,86.23,67fc5500ccdccd648ad5b635,"[{'producto': ObjectId('67fc5500ccdccd648ad5b55f'), 'cantidad': 2, 'especificaciones': 'By land whom thought.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b586'), 'cantidad': 1, 'especificaciones': 'House can blood remain base site.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b565'), 'cantidad': 3, 'especificaciones': 'Style order record provide mention his while.'}]",False,2022-11-05 00:00:00,tarjeta
67fc5500ccdccd648ad5b639,403.2,67fc5500ccdccd648ad5b635,"[{'producto': ObjectId('67fc5500ccdccd648ad5b582'), 'cantidad': 4, 'especificaciones': 'Those letter true deep build compare student.'}]",False,2023-05-25 00:00:00,transferencia
67fc5500ccdccd648ad5b63a,77.35,67fc5500ccdccd648ad5b635,"[{'producto': ObjectId('67fc5500ccdccd648ad5b57e'), 'cantidad': 5, 'especificaciones': 'Mind on space design you.'}]",True,2019-07-13 00:00:00,transferencia
67fc5500ccdccd648ad5b63d,94.19,67fc5500ccdccd648ad5b63c,"[{'producto': ObjectId('67fc5500ccdccd648ad5b548'), 'cantidad': 1, 'especificaciones': 'Range control tough sit size trial.'}]",False,2018-09-04 00:00:00,transferencia
67fc5500ccdccd648ad5b63e,27.47,67fc5500ccdccd648ad5b63c,"[{'producto': ObjectId('67fc5500ccdccd648ad5b589'), 'cantidad': 1, 'especificaciones': 'Building everyone point evidence water south yourself think.'}]",True,2020-10-25 00:00:00,efectivo
67fc5500ccdccd648ad5b63f,283.79,67fc5500ccdccd648ad5b63c,"[{'producto': ObjectId('67fc5500ccdccd648ad5b585'), 'cantidad': 2, 'especificaciones': 'Sister red yes religious such western.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b53e'), 'cantidad': 1, 'especificaciones': 'Suddenly voice number coach rich miss make.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b563'), 'cantidad': 5, 'especificaciones': 'Check how ever election whom each.'}]",False,2022-09-01 00:00:00,tarjeta
67fc5500ccdccd648ad5b642,643.17,67fc5500ccdccd648ad5b641,"[{'producto': ObjectId('67fc5500ccdccd648ad5b542'), 'cantidad': 1, 'especificaciones': 'Effort nothing they president environmental although.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b571'), 'cantidad': 4, 'especificaciones': 'Reveal between first hear professional site rise.'}, {'producto': ObjectId('67fc5500ccdccd648ad5b56d'), 'cantidad': 2, 'especificaciones': 'Later already former PM number popular market.'}]",True,2019-06-08 00:00:00,efectivo
67fc5500ccdccd648ad5b643,16.3,67fc5500ccdccd648ad5b641,"[{'producto': ObjectId('67fc5500ccdccd648ad5b54a'), 'cantidad': 1, 'especificaciones': 'Themselves add produce of push nearly.'}]",True,2018-10-24 00:00:00,efectivo
67fc5500ccdccd648ad5b644,488.45,67fc5500ccdccd648ad5b641,"[{'producto': ObjectId('67fc5500ccdccd648ad5b56b'), 'cantidad': 5, 'especificaciones': 'Whole talk yard.'}]",True,2021-10-09 00:00:00,tarjeta
